id=3947251;4007719553;3130748796
id=13278040;122551084;122551089
id=13278398;122554289;122554293
id=13281153;122578009;634261663;122578011;634261662;122578015;7564429663;634261665;7490955971;122578018;7490955972;634261664;122578020;634261566;7455726042;122578023;7455726045;634261565;6757243978;7455726049;122578025;7455726052;122578029;634261564;7455726055;122578032;7455726056;634674075;7455725947;122578035
id=13281547;122581736;122581740;122581745;122581749;122581752;122581758;122581763;122581766;122581770;122581774
id=13281549;122581794;7486806030;634376976;122581797;634805701;122581804
id=13281826;122583991;8336737631;7828190973;7828190970;6759239441;122583988;9908603352;6790697362;122583985;123393120;7662872097;122583979;122583975;634377018;122583972;122583968;122583966;122583964;122583961;634344031;122583959;634376973;122583955;634376974;7490751379;7455872567;122583953;7455872571;7490751380;634805698;7488551746;122583952
id=13281829;122584015;634377107;634798778;8443621933;122584020
id=13288596;122621456;6942452666;4696611710;6942452664;122621453
id=13297272;634377023;4350591000;634377022;634377019;634377027;122679495;122679498
id=13297275;122679500;8338631686;122679501;6755748364;6755748368;122679502;634376988;634377008;634312100;122679503;634312097;10945939344;10945939335;6759134715;122679505
id=13298313;122686926;6773712381;6758624784;122686932
id=13299707;122696209;122551084;8443621931;122696211;8443621928;8443621927;122554289;122696213;634377097;122696216
id=13299709;122696225;122696228;122696229;122696230;122696231;122696232;122696235;6449613490;122696236;634312131;122696239;122679495;122696244;122696246;10960373068;122696249
id=13299710;122696263;7490979755;7488551775;6757206971;634805697;7495672526;122696267;7495672525;634376970;122696271;634376972;7495672524;122696274
id=13301482;122706356;7455726037;6756943404;634674123;7452964737;8410589162;122706358;122706361
id=13301895;122708729;7499370560;7499370565;122708731;6759665111;8411413065;8411413058;10677032187;122708735;10677032188;6759665129;6759665126;6759665124;6759665121;7082108841;7460932577;122708739;4008342834;7460932576;7666701302;122708742;7828194664;8831484763;8831484768;122708747
id=13315373;122792149;122792153;122792154;122792155;7828482529;122792156;122792159;7490979753;122792161;7490979751;7452964736;122706361;634805684;634674124;122792165;122792167;634805683;122792169;122792171;634805678;8410728596;122792174
id=13318579;122810374;6792704526;122810376;7452964735;10960373048;122706358;10960373049;634805682;10960373050;122810380;10960373051;634805681;10960373052;122810383
id=13318587;122810424;8410589167;6773712371;6773712376;122810427
id=13318589;122810431;7486806022;634376950;122810432;122810433
id=13324400;122696236;10960373066;122844081
id=13326859;4015136933;1719553867
id=13329170;122647840;4298831191;6784605872;122824677;122685117;3569410970;4026629681
id=13331241;122885494;7443849243;7443849246;7823492315;634674039;634674025;7496636977;10656518876;7496636984;122885497;10656518878;10960591672;122794608;10960591673;6759275341;7370496221;122885500;634261561;8872410983;6757243980;7455726054;122578025;7455726050;634798760;634798763;7455726035;122885502
id=13335917;122909480;7486574069;634376979;122909481;634376977;7484480329;7484452672;122909485;7484452676;7484480328;634344032;122909486;634344036;7490732837;634344035;122909489
id=13335920;122909502;122909504;7453416071;122909506;1714402897
id=13337676;122918311;7519818797;122918312;122918314;122918317;7519818789;122918320;7519818790;122918322;7519810384;122918328;7519810382;7519810379;122918330;7519810380;122918333;7604067813;7604067814;7486735996;122918336;7486735995;122918338;634805689;7486735985;122918339
id=13337678;122583952;7488551750;6769317922;6769317918;634376968;122918346;634805696;7519818795;122918347
id=13338268;122792155;7490979749;6758657398;7495672533;122921104;7495672534;7519818793;122918314;7519818794;634805695;634674155;122581740;634674157;4054608556;122861149;7486863628;122921109;7486863627;9579629429;9579629430;122921110;9579629431;9678642136;122921112
id=13338856;122924106;10677046700;122924110
id=13338860;122696235;122924113
id=13339767;122929221;122517253;122513720;122929222;122564435;627621228;4003322941
id=13350819;122991971;634798775;122991976
id=13350824;123075805;122991988;7000643480;122991991;122991997;122991999
id=13350825;122992013;10960373058;122992016;123393111;122992022
id=13354946;123013708;7509349135;7509292635;10944130731;634377012;10946207331;10946207330;123013711
id=13354953;123013742;8749745607;10944027053;123013746;8410901815;8443621921;321881180
